Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QII57266,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QII57262,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QII57261,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57258,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57265,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
BCB15098,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
BCB15099,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
BCB15093,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
BCB15095,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
BCB15092,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
BCB15089,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
BCB15090,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
BCB15091,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
BCB15094,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
BCB15096,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
BCB15097,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-01,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
6VW1_E,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,217,GenBank,,,,"Shang,J., Ye,G., Shi,K., Wan,Y.S., Luo,C.M., Aihara,H., Geng,Q.B., Auerbach,A., Li,F.",,,,,,,"Chain E, 2019-nCoV chimeric RBD"
6VW1_F,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,217,GenBank,,,,"Shang,J., Ye,G., Shi,K., Wan,Y.S., Luo,C.M., Aihara,H., Geng,Q.B., Auerbach,A., Li,F.",,,,,,,"Chain F, 2019-nCoV chimeric RBD"
QHS34554,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QHS34551,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QHS34552,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QHS34553,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHS34548,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHS34549,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHS34550,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QHS34545,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHS34546,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1272,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHS34547,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India,Homo sapiens,oronasopharynx,2020-01-27,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIA98588,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIA98590,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98583,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98584,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIA98582,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98586,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98587,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIA98585,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIA98589,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIA98591,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India,Homo sapiens,oronasopharynx,2020-01-31,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
6VWW_B,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,371,GenBank,,,,"Kim,Y., Jedrzejczak,R., Maltseva,N.I., Endres,M., Godzik,A., Michalska,K., Joachimiak,A., Maltseva,N., Center for Structural Genomics of Infectious Diseases (CSGID)",,,,,,,"Chain B, NSP15 endoribnuclease"
6VWW_A,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,371,GenBank,,,,"Kim,Y., Jedrzejczak,R., Maltseva,N.I., Endres,M., Godzik,A., Michalska,K., Joachimiak,A., Maltseva,N., Center for Structural Genomics of Infectious Diseases (CSGID)",,,,,,,"Chain A, NSP15 endoribnuclease"
QIH55222,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIH55223,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIH55220,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIH55221,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIH55228,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIH55226,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIH55227,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIH55225,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIH55224,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIH55229,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,USA,Homo sapiens,,2020-02-24,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIH55230,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,107,GenBank,,,,"Karbalaie Niya,M.H., Laali,A., Tabibzadeh,A., Safarnezhad Tameshkel,F., Zamani,F., Sohrabi,M.R., Ranjbar,M., Savaj,S., Rezaie,N., Ajdarkosh,H., Keyvani,H., Khoonsari,M., Ameli,M., Nikkhah,M., Ghanbari,B., Faraji,A., Jamshidi Makiani,M., Roham,M.",,Iran,Homo sapiens,oronasopharynx,2020-02-26,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIH45036,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,M protein [Severe acute respiratory syndrome coronavirus 2]
QIH45037,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIH45032,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIH45041,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIH45034,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIH45033,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,S protein [Severe acute respiratory syndrome coronavirus 2]
QIH45035,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,E protein [Severe acute respiratory syndrome coronavirus 2]
QIH45040,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,N protein [Severe acute respiratory syndrome coronavirus 2]
QIH45039,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIH45038,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIH45024,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIH45030,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,N protein [Severe acute respiratory syndrome coronavirus 2]
QIH45027,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIH45023,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,S protein [Severe acute respiratory syndrome coronavirus 2]
QIH45022,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIH45029,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIH45031,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIH45025,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,E protein [Severe acute respiratory syndrome coronavirus 2]
QIH45026,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,M protein [Severe acute respiratory syndrome coronavirus 2]
QIH45028,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-26,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIH45043,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,S protein [Severe acute respiratory syndrome coronavirus 2]
QIH45047,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China,Homo sapiens,,2020-01-28,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
